"2973","446 WEST 258 STREET, New York, NY, 10471","Match","Non_Exact","446 W 258TH ST, BRONX, NY, 10471","-73.90368,40.905834","80314325","L"
"2972","5622 RIVERDALE AVENUE, New York, NY, 10471","Match","Non_Exact","5622 RIVERDALE AVE, BRONX, NY, 10471","-73.90474,40.904854","80296163","R"
"519","2400 CAMBRELENG AVENUE, New York, NY, 10458","Match","Non_Exact","2400 CAMBRELENG AVE, BRONX, NY, 10458","-73.88535,40.85457","80301579","R"
"1849","1235 GRAND CONCOURSE 204, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"518","2310 HUGHES AVE, New York, NY, 10458","Match","Non_Exact","2310 HUGHES AVE, BRONX, NY, 10458","-73.887695,40.853493","80301584","R"
"517","615 EAST 189 STREET, New York, NY, 10458","Match","Non_Exact","615 E 189TH ST, BRONX, NY, 10458","-73.88551,40.857124","80301568","L"
"1847","1235 GRAND CONCOURSE 117, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2979","306 WEST 261 STREET, New York, NY, 10471","Match","Non_Exact","306 W 261ST ST, BRONX, NY, 10471","-73.89881,40.9096","80295768","L"
"516","2475 HUGHES AVENUE, New York, NY, 10458","Match","Non_Exact","2475 HUGHES AVE, BRONX, NY, 10458","-73.88546,40.85688","80301571","L"
"1848","1235 GRAND CONCOURSE 605, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2978","217 WEST 260 STREET, New York, NY, 10471","Match","Non_Exact","217 W 260TH ST, BRONX, NY, 10471","-73.89731,40.907486","80296270","R"
"515","667 EAST 187TH STREET, New York, NY, 10458","Match","Non_Exact","667 E 187TH ST, BRONX, NY, 10458","-73.88555,40.85457","80301577","L"
"1845","1235 GRAND CONCOURSE 109, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
